Prefix of Website,Course Code,Course Name,Course Description,Prereq,Antireq,Coreq 
PHIL,PHIL340,Topics in Formal Philosophy,"Special topics in formal philosophy, as announced by the department. Potential topics may include (but are not limited to) non-standard logics, intermediate classical logic, game and decision theory, philosophy of mathematics, and formal epistemology. ",Prereq: Level at least 2A,None,None
PHIL,PHIL350,Topics in Epistemology,"Special topics in epistemology, as announced by the department. Potential topics include (but are not limited to) the epistemology of testimony, the epistemology of disagreement, normative social cognition, and the varieties and functions of ignorance. ","Prereq: One of PHIL 250B, 251, 255, 284",None,None
PHIL,PHIL355,Topics in Metaphysics,"Special topics in metaphysics, as announced by the department. Potential topics include (but are not limited to) universals and particulars, the mind-body problem, realism and anti-realism, and the nature of time. ","Prereq: One of PHIL 250A, 250B, 251, 283, 284",None,None
PHIL,PHIL356,"Intelligence in Machines, Humans, and Other Animals","A comparison of the representations and processes that produce intelligent performance, such as problem-solving, learning, and language in natural and artificial systems.",Prereq: PHIL/PSYCH 256,None,None
PHIL,PHIL358,Topics in Philosophy of Science,"Special topics in the philosophy of science, as announced by the department. Possible topics include (but are not limited to) philosophy of physics, philosophy of biology, the philosophy of social science, topics in the history and philosophy of science, general philosophy of science, and science in society. ",Prereq: Level at least 2A,None,None
PHIL,PHIL363,Philosophy of Language,"Topics in the philosophy of language such as meaning, truth, reference, speech acts, mental representations of syntax and semantics, psycholinguistics, and relations between logical and natural languages.",Prereq: 0.50 units in PHIL,None,None
PHIL,PHIL371,Special Topics,"Special topics, as announced by the department.",Prereq: Level at least 2A,None,None
PHIL,PHIL380,History of Ancient Philosophy,"In this course, students will examine one or more important figures, periods, or issues in ancient philosophy. Plato and Aristotle are among the philosophers who may be covered. ",Prereq: 0.50 units in PHIL,None,None
PHIL,PHIL382,Medieval Philosophy,"In this course students will examine one or more important figures, periods, or issues in medieval philosophy. Augustine, Boethius, Avicenna, Maimonides, Aquinas, and Scotus are among the philosophers who may be covered. ",Prereq: 0.50 unit in PHIL,None,None
PHIL,PHIL384,History of Modern Philosophy,"In this course, students will learn about one or more important figures, periods, or issues in modern philosophy. Descartes, Locke, Leibniz, Berkeley, Hume, and Kant are among the figures who may be covered. ",Prereq: 0.50 unit in PHIL,None,None
PHIL,PHIL386,19th- and 20th-Century Philosophy,"A course on one or more important figures or issues in 19th- or 20th-century philosophy, as announced by the department. The focus of the course may change each time it is offered. Potential figures include (but are not limited to) Hegel, Marx, Nietzsche, James, Dewey, Peirce, Frege, Carnap, and Russell. ",Prereq: 0.50 units in PHIL,None,None
PHIL,PHIL402,Studies in Feminist Philosophy/Philosophy of Sex,"Special topics in feminist philosophy, women philosophers and/or the philosophy of sex, as announced by the Department of Philosophy.",Prereq: Level at least 3A Honours Philosophy students,None,None
PHIL,PHIL403,Studies in Ancient Philosophy,"Special topics in ancient philosophy, as announced by the department.",Prereq: Level at least 3A Honours Philosophy students,None,None
PHIL,PHIL404,Studies in Medieval Philosophy,"Special topics in medieval philosophy, as announced by the department.",Prereq: Level at least 3A Honours Philosophy students,None,None
PHIL,PHIL405,Studies in Modern Philosophy,"Special topics in 17th and 18th century philosophy, as announced by the department.",Prereq: Level at least 3A Honours Philosophy students,None,None
PHIL,PHIL407,Studies in 19th- and 20th-Century Philosophy,"Special topics in 19th- and 20th-century philosophy, as announced by the department.",Prereq: Level at least 3A Honours Philosophy students,None,None
PHIL,PHIL416,Studies in Probability and Decision Theory,"Special topics in probability and decision theory, as announced by the department.",Prereq: Level at least 3A Honours Philosophy students,None,None
PHIL,PHIL420,Studies in Ethics,"Special topics in ethics, as announced by the department.",Prereq: Level at least 3A Honours Philosophy students,None,None
